,27,12,NRCA2_SUB160,SUB,1968.5,1968.5,160,160,80.5,80.5,,,,,,,,,,,,
,28,13,NRCA3_SUB160,SUB,1968.5,1968.5,160,160,80.5,80.5,,,,,,,,,,,,
,29,14,NRCA4_SUB160,SUB,80.5,1968.5,160,160,80.5,80.5,,,,,,,,,,,,
,30,15,NRCA5_SUB160,SUB,1024.5,1024.5,160,160,42.5,80.5,,,,,,,,,,,,
,31,21,NRCA1_SUB320,SUB,160.5,1888.5,320,320,160.5,160.5,,,,,,,,,,,,
,32,22,NRCA2_SUB320,SUB,1888.5,1888.5,320,320,160.5,160.5,,,,,,,,,,,,
,33,23,NRCA3_SUB320,SUB,1888.5,1888.5,320,320,160.5,160.5,,,,,,,,,,,,
,34,24,NRCA4_SUB320,SUB,160.5,1888.5,320,320,160.5,160.5,,,,,,,,,,,,
,35,25,NRCA5_SUB320,SUB,1024.5,1024.5,320,320,160.5,160.5,,,,,,,,,,,,
,36,31,NRCA1_SUB640,SUB,320.5,1728.5,640,640,320.5,320.5,,,,,,,,,,,,
,37,32,NRCA2_SUB640,SUB,1728.5,1728.5,640,640,320.5,320.5,,,,,,,,,,,,
,38,33,NRCA3_SUB640,SUB,1728.5,1728.5,640,640,320.5,320.5,,,,,,,,,,,,
,39,34,NRCA4_SUB640,SUB,320.5,1728.5,640,640,320.5,320.5,,,,,,,,,,,,
,40,35,NRCA5_SUB640,SUB,1024.5,1024.5,640,640,320.5,320.5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,"Point-source Science Subarrays for Imaging, Time Series",,,,,,,,,,,,,,,,,,,
,41,77,NRCB1_SUB64P,SUB,2016.5,32.5,64,64,32.5,32.5,SUB64PB1,1985,1,64,64,B1,SUB64P,"These have been moved to B1 and B5, in the -V2 +V3 corner.
Update for these will be in OSS Build 6, so leaving them orange for now. Marsha is aware that these need to move.",,,,
,42,78,NRCB1_SUB160P,SUB,1968.5,80.5,160,160,80.5,80.5,SUB160PB1,1889,1,160,160,B1,SUB160P,,,,,
,43,79,NRCB1_SUB400P,SUB,1848.5,200.5,400,400,200.5,200.5,SUB400PB1,1849,1,400,400,B1,SUB400P,,,,,
,44,80,NRCB5_SUB64P,SUB,2016.5,32.5,64,64,32.5,32.5,SUB64PBLONG,1985,1,64,64,B5,SUB64P,,,,,
,45,81,NRCB5_SUB160P,SUB,1968.5,80.5,160,160,80.5,80.5,SUB160PBLONG,1889,1,160,160,B5,SUB160P,,,,,
,46,82,NRCB5_SUB400P,SUB,1848.5,200.5,400,400,200.5,200.5,SUB400PBLONG,1849,1,400,400,B5,SUB400P,,,,,
Eng. Template,47,71,NRCA3_SUB64P,SUB,32.5,32.5,64,64,32.5,32.5,SUB64PA3,1,1,64,64,A3,SUB64P,Need for OSS Build 6.,,,,
,48,72,NRCA3_SUB160P,SUB,80.5,80.5,160,160,80.5,80.5,SUB160PA3,1,1,160,160,A3,SUB160P,,,,,
,49,73,NRCA3_SUB400P,SUB,200.5,200.5,400,400,200.5,200.5,SUB400PA3,1,1,400,400,A3,SUB400P,,,,,
,50,74,NRCA5_SUB64P,SUB,32.5,32.5,64,64,32.5,32.5,SUB64PALONG,1,1,64,64,A5,SUB64P,,,,,
,51,75,NRCA5_SUB160P,SUB,80.5,80.5,160,160,80.5,80.5,SUB160PALONG,1,1,160,160,A5,SUB160P,,,,,
,52,76,NRCA5_SUB400P,SUB,200.5,200.5,400,400,200.5,200.5,SUB400PALONG,1,1,400,400,A5,SUB400P,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,Time Series Target-Acquisition Subarray,,,,,,,,,,,,,,,,,,,
NEW,43,,NRCB5_TAPSIMG32,SUB,2024.5,20.5,32,32,,,SUB32TATS,2009,5,32,32,B5,SUB32TATS,See PR 85330. Need for OSS Build 6.,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,Grism Time Series Science Subarrays and Filter-dependent Reference Positions,,,,,,,,,,,,,,,,,,,
,44,41,NRCA5_GRISM256_F322W2,SUB,467.0,34.0,2048,256,1582.0,34.0,SUBGRISM256LW,1,1,2048,256,ALONG,SUBGRISM256,+ SUBGRISM256SW,,"A1, A3",Rowcorner values fixed 8/11. will be in Build 5 OSS.,
,45,42,NRCA5_GRISM128_F322W2,SUB,467.0,34.0,2048,128,1582.0,34.0,SUBGRISM128LW,1,1,2048,128,ALONG,SUBGRISM128,+ SUBGRISM128SW,,"A1, A3",,
,46,43,NRCA5_GRISM64_F322W2,SUB,467.0,34.0,2048,64,1582.0,34.0,SUBGRISM64LW,1,1,2048,64,ALONG,SUBGRISM64,+ SUBGRISM64SW,,"A1, A3",,
,47,44,NRCA5_GRISM256_F277W,SUB,467.0,34.0,2048,256,1582.0,34.0,SUBGRISM256LW,1,380,2048,256,ALONG,SUBGRISM256,,,,,
,48,45,NRCA5_GRISM128_F277W,SUB,467.0,34.0,2048,128,1582.0,34.0,SUBGRISM128LW,1,444,2048,128,ALONG,SUBGRISM128,,,,,
,49,46,NRCA5_GRISM64_F277W,SUB,467.0,34.0,2048,64,1582.0,34.0,SUBGRISM64LW,1,476,2048,64,ALONG,SUBGRISM64,,,,,
,50,47,NRCA5_GRISM256_F356W,SUB,467.0,34.0,2048,256,1582.0,34.0,SUBGRISM256LW,1,380,2048,256,ALONG,SUBGRISM256,,,,,
,51,48,NRCA5_GRISM128_F356W,SUB,467.0,34.0,2048,128,1582.0,34.0,SUBGRISM128LW,1,444,2048,128,ALONG,SUBGRISM128,,,,,
,52,49,NRCA5_GRISM64_F356W,SUB,467.0,34.0,2048,64,1582.0,34.0,SUBGRISM64LW,1,476,2048,64,ALONG,SUBGRISM64,,,,,
,53,50,NRCA5_GRISM256_F444W,SUB,1097.0,34.0,2048,256,952.0,34.0,SUBGRISM256LW,1,380,2048,256,ALONG,SUBGRISM256,,,,,
,54,51,NRCA5_GRISM128_F444W,SUB,1097.0,34.0,2048,128,952.0,34.0,SUBGRISM128LW,1,444,2048,128,ALONG,SUBGRISM128,,,,,
,55,52,NRCA5_GRISM64_F444W,SUB,1097.0,34.0,2048,64,952.0,34.0,SUBGRISM64LW,1,476,2048,64,ALONG,SUBGRISM64,,,,,
NEW,56,,NRCA5_GRISM_F322W2,FULL,467.0,485.0,2048,2048,1582.0,485.0,"""FULL""",1,1,2048,2048,B5,FULL,"Would be very helpful to get these for OSS Build 5, test at OTIS.",,,,
,57,,NRCA5_GRISM_F277W,FULL,467.0,485.0,2048,2048,1582.0,485.0,"""FULL""",1,1,2048,2048,B5,FULL,,,,,
,58,,NRCA5_GRISM_F356W,FULL,467.0,485.0,2048,2048,1582.0,485.0,"""FULL""",1,1,2048,2048,B5,FULL,,,,,
,59,,NRCA5_GRISM_F444W,FULL,1097.0,485.0,2048,2048,952.0,485.0,"""FULL""",1,1,2048,2048,B5,FULL,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,Grism Time Series Target-Acquisition Subarray,,,,,,,,,,,,,,,,,,,
NEW,60,,NRCA5_TAGRISMTS32,SUB,782.0,260.0,32,32,1267.0,260.0,SUB32TATSGRISM,782,5,32,32,A5,SUB32TATSGRISM,See PR 85330. Need for Build 6.,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,Coronagraphy Science Subarrays and Filter-dependent Reference Positions for BAR Occulters,,,,,,,,,,,,,,,,,,,
,61,83,NRCA2_MASK210R,SUB,743.5,571.0,640,640,320.5,321.0,SUB640A210R,392,224,640,640,A2,SUB640A210R,,,,,
,62,84,NRCA5_MASK335R,SUB,1403.0,1667.0,320,320,161.0,160.0,SUB320A335R,1238,1502,320,320,A5,SUB320A335R,,,,,
,63,85,NRCA5_MASK430R,SUB,1078.0,1673.0,320,320,161.0,160.0,SUB320A430R,916,1502,320,320,A5,SUB320A430R,,,,,
,64,86,NRCA4_MASKSWB,SUB,479.0,541.0,640,640,320.0,321.0,SUB640ASWB,171,236,640,640,A5,SUB640ASWB,,,,,
,65,112,NRCA4_MASKSWB_F182M,SUB,422.0,542.0,640,640,-1.0,321,SUB640ASWB,171,236,640,640,A4,SUB640ASWB,,,,,
,66,113,NRCA4_MASKSWB_F187N,SUB,430.9,542.0,640,640,7.9,321,SUB640ASWB,171,236,640,640,A4,SUB640ASWB,,,,,
,67,114,NRCA4_MASKSWB_F210M,SUB,477.7,542.0,640,640,54.7,321,SUB640ASWB,171,236,640,640,A4,SUB640ASWB,,,,,
,68,115,NRCA4_MASKSWB_F212N,SUB,484.6,542.0,640,640,61.6,321,SUB640ASWB,171,236,640,640,A4,SUB640ASWB,,,,,
,69,116,NRCA4_MASKSWB_F200W,SUB,509.0,542.0,640,640,86.0,321,SUB640ASWB,171,236,640,640,A4,SUB640ASWB,,,,,
,70,87,NRCA5_MASKLWB,SUB,437.0,1683.0,320,320,161.0,160.0,SUB320ALWB,275,1508,320,320,A5,SUB320ALWB,,,,,
,71,117,NRCA5_MASKLWB_F250M,SUB,331.7,1667.0,320,320,1232.3,160,SUB320ALWB,275,1508,320,320,A5,SUB320ALWB,,,,,
,72,118,NRCA5_MASKLWB_F300M,SUB,356.3,1667.0,320,320,1207.7,160,SUB320ALWB,275,1508,320,320,A5,SUB320ALWB,,,,,
,73,119,NRCA5_MASKLWB_F277W,SUB,363.8,1667.0,320,320,1200.2,160,SUB320ALWB,275,1508,320,320,A5,SUB320ALWB,,,,,
,74,120,NRCA5_MASKLWB_F335M,SUB,364.3,1667.0,320,320,1199.7,160,SUB320ALWB,275,1508,320,320,A5,SUB320ALWB,,,,,
,75,121,NRCA5_MASKLWB_F360M,SUB,387.8,1667.0,320,320,1176.2,160,SUB320ALWB,275,1508,320,320,A5,SUB320ALWB,,,,,
,76,122,NRCA5_MASKLWB_F356W,SUB,405.4,1667.0,320,320,1158.6,160,SUB320ALWB,275,1508,320,320,A5,SUB320ALWB,,,,,
,77,123,NRCA5_MASKLWB_F410M,SUB,411.4,1667.0,320,320,1152.6,160,SUB320ALWB,275,1508,320,320,A5,SUB320ALWB,,,,,
,78,124,NRCA5_MASKLWB_F430M,SUB,421.0,1667.0,320,320,1143.0,160,SUB320ALWB,275,1508,320,320,A5,SUB320ALWB,,,,,
,79,125,NRCA5_MASKLWB_F460M,SUB,438.5,1667.0,320,320,1125.5,160,SUB320ALWB,275,1508,320,320,A5,SUB320ALWB,,,,,
,80,126,NRCA5_MASKLWB_F480M,SUB,446.5,1667.0,320,320,1117.5,160,SUB320ALWB,275,1508,320,320,A5,SUB320ALWB,,,,,
,81,127,NRCA5_MASKLWB_F444W,SUB,456.6,1667.0,320,320,1107.4,160,SUB320ALWB,275,1508,320,320,A5,SUB320ALWB,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,Full-frame Coronagraphy Apertures (NEW),,,,,,,,,,,,,,,,,,,
NEW,82,,NRCA2_FULL_MASK210R,FULL,743.5,571.0,2048,2048,1024.5,1025.0,"""FULL""",1,1,2048,2048,A2,FULL,Absolutely necessary for use with OSS Build 6 / PPS 14.,,,,
,83,,NRCA5_FULL_MASK335R,FULL,1403.0,1667.0,2048,2048,1025.0,1024.0,"""FULL""",1,1,2048,2048,A5,FULL,,,,,
,84,,NRCA5_FULL_MASK430R,FULL,1078.0,1673.0,2048,2048,1025.0,1024.0,"""FULL""",1,1,2048,2048,A5,FULL,,,,,
,85,,NRCA4_FULL_MASKSWB,FULL,479.0,541.0,2048,2048,1024.0,1025.0,"""FULL""",1,1,2048,2048,A4,FULL,,,,,
,86,,NRCA4_FULL_MASKSWB_F182M,FULL,422.0,542.0,2048,2048,-1.0,321,"""FULL""",1,1,2048,2048,A4,FULL,,,,,
,87,,NRCA4_FULL_MASKSWB_F187N,FULL,430.9,542.0,2048,2048,7.9,321,"""FULL""",1,1,2048,2048,A4,FULL,,,,,
,88,,NRCA4_FULL_MASKSWB_F210M,FULL,477.7,542.0,2048,2048,54.7,321,"""FULL""",1,1,2048,2048,A4,FULL,,,,,
,89,,NRCA4_FULL_MASKSWB_F212N,FULL,484.6,542.0,2048,2048,61.6,321,"""FULL""",1,1,2048,2048,A4,FULL,,,,,
,90,,NRCA4_FULL_MASKSWB_F200W,FULL,509.0,542.0,2048,2048,86.0,321,"""FULL""",1,1,2048,2048,A4,FULL,,,,,
,91,,NRCA5_FULL_MASKLWB,FULL,#N/A,#N/A,2048,2048,#N/A,#N/A,"""FULL""",1,1,2048,2048,A5,FULL,,,,,
,92,,NRCA5_FULL_MASKLWB_F250M,FULL,331.7,1667.0,2048,2048,1232.3,160,"""FULL""",1,1,2048,2048,A5,FULL,,,,,
,93,,NRCA5_FULL_MASKLWB_F300M,FULL,356.3,1667.0,2048,2048,1207.7,160,"""FULL""",1,1,2048,2048,A5,FULL,,,,,
,94,,NRCA5_FULL_MASKLWB_F277W,FULL,363.8,1667.0,2048,2048,1200.2,160,"""FULL""",1,1,2048,2048,A5,FULL,,,,,
,95,,NRCA5_FULL_MASKLWB_F335M,FULL,364.3,1667.0,2048,2048,1199.7,160,"""FULL""",1,1,2048,2048,A5,FULL,,,,,
,96,,NRCA5_FULL_MASKLWB_F360M,FULL,387.8,1667.0,2048,2048,1176.2,160,"""FULL""",1,1,2048,2048,A5,FULL,,,,,
,97,,NRCA5_FULL_MASKLWB_F356W,FULL,405.4,1667.0,2048,2048,1158.6,160,"""FULL""",1,1,2048,2048,A5,FULL,,,,,
,98,,NRCA5_FULL_MASKLWB_F410M,FULL,411.4,1667.0,2048,2048,1152.6,160,"""FULL""",1,1,2048,2048,A5,FULL,,,,,
,99,,NRCA5_FULL_MASKLWB_F430M,FULL,421.0,1667.0,2048,2048,1143.0,160,"""FULL""",1,1,2048,2048,A5,FULL,,,,,
,100,,NRCA5_FULL_MASKLWB_F460M,FULL,438.5,1667.0,2048,2048,1125.5,160,"""FULL""",1,1,2048,2048,A5,FULL,,,,,
,101,,NRCA5_FULL_MASKLWB_F480M,FULL,446.5,1667.0,2048,2048,1117.5,160,"""FULL""",1,1,2048,2048,A5,FULL,,,,,
,102,,NRCA5_FULL_MASKLWB_F444W,FULL,456.6,1667.0,2048,2048,1107.4,160,"""FULL""",1,1,2048,2048,A5,FULL,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,Coronagraphy Target-acquistion Subarrays,,,,,,,,,,,,,,,,,,,
,103,88,NRCA2_TAMASK210R,SUB,493.5,821.0,128,128,64.5,65.0,SUBNDA210R,405,710,128,128,A2,SUBNDA210R,,,,,
,104,89,NRCA5_TAMASK335R,SUB,1563.0,1552.0,64,64,33.0,32.0,SUBNDA335R,1527,1519,64,64,A5,SUBNDA335R,,,,,
,105,90,NRCA5_TAMASK430R,SUB,1239.0,1552.0,64,64,33.0,32.0,SUBNDA430R,1204,1519,64,64,A5,SUBNDA430R,,,,,
,106,91,NRCA4_TAMASKSWB,SUB,158.0,791.0,128,128,65.0,64.0,SUBNDASWBL,758,724,128,128,A4,SUBNDASWBL,,,,,
,107,92,NRCA5_TAMASKLWB,SUB,314.0,1558.0,64,64,33.0,32.0,SUBNDALWBS,281,1526,64,64,A5,SUBNDALWBS,,,,,
,108,93,NRCA5_TAMASKLWBL,SUB,596.0,1559.0,64,64,33.0,32.0,SUBNDALWBL,562,1527,64,64,A5,SUBNDALWBL,,,,,
,109,94,NRCA4_TAMASKSWBS,SUB,814.0,791.0,128,128,64.0,65.0,SUBNDASWBS,103,723,128,128,A4,SUBNDASWBS,,,,,
,110,107,NRCA2_FSTAMASK210R,SUB,637.5,821.0,128,128,64.5,65.0,SUBFSA210R,564,710,128,128,A2,SUBFSA210R,,,,,
,111,108,NRCA4_FSTAMASKSWB,SUB,486.0,791.0,128,128,64.0,65.0,SUBFSASWB,103,723,128,128,A4,SUBFSASWB,,,,,
,112,109,NRCA5_FSTAMASKLWB,SUB,455.0,1558.5,64,64,33.0,32.5,SUBFSALWB,562,1527,64,64,A5,SUBFSALWB,,,,,
,113,110,NRCA5_FSTAMASKM335R,SUB,1491.0,1552.0,64,64,33.0,32.0,SUBFSA335R,1398,1520,64,64,A5,SUBFSA335R,,,,,
,114,111,NRCA5_FSTAMASKM430R,SUB,1167.0,1552.0,64,64,33.0,32.0,SUBFSA430R,1082,1526,64,64,A5,SUBFSA430R,,,,,
Unused,115,95,NRCB1_MASK210R,SUB,1287.0,511.0,640,640,320.0,321.0,SUB640B210R,929,199,640,640,B1,SUB640B210R,"Check/update per CV3 locations.
Would like these location updates (if they are needed - check vs. Coron OCD v4) in Build 6.",,,,
,116,96,NRCB5_MASK335R,SUB,1345.0,359.0,320,320,160.0,161.0,SUB320B335R,1195,198,320,320,B5,SUB320B335R,,,,,
,117,97,NRCB5_MASK430R,SUB,1021.0,361.0,320,320,160.0,161.0,SUB320B430R,873,200,320,320,B5,SUB320B430R,,,,,
,118,98,NRCB3_MASKSWB,SUB,881.0,515.0,640,640,320.0,321.0,SUB640BSWB,522,203,640,640,B3,SUB640BSWB,,,,,
,119,99,NRCB5_MASKLWB,SUB,702.0,364.0,320,320,160.0,161.0,SUB640BLWB,537,202,320,320,B5,SUB640BLWB,,,,,
,120,100,NRCB1_TAMASK210R,SUB,1533.0,759.0,128,128,64.0,65.0,SUBNDB210R,1431,696,128,128,B1,SUBNDB210R,,,,,
,121,101,NRCB5_TAMASK335R,SUB,1506.0,479.0,64,64,32.0,33.0,SUBNDB335R,1487,445,64,64,B5,SUBNDB335R,,,,,
,122,102,NRCB5_TAMASK430R,SUB,1184.0,479.0,64,64,32.0,33.0,SUBNDB430R,1164,447,64,64,B5,SUBNDB430R,,,,,
,123,103,NRCB3_TAMASKSWB,SUB,637.0,763.0,128,128,64.0,65.0,SUBNDBSWBL,1100,700,128,128,B3,SUBNDBSWBL,,,,,
,124,104,NRCB5_TAMASKLWB,SUB,862.0,481.0,64,64,32.0,33.0,SUBNDBLWBS,830,450,64,64,B5,SUBNDBLWBS,,,,,
,125,105,NRCB5_TAMASKLWBL,SUB,540.0,483.0,64,64,32.0,33.0,SUBNDBLWBL,507,453,64,64,B5,SUBNDBLWBL,,,,,
,126,106,NRCB3_TAMASKSWBS,SUB,1209.0,759.0,128,128,64.0,65.0,SUBNDBSWBS,526,705,128,1128,B3,SUBNDBSWBS,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,"Subarrays for PIL Imaging, Focus Adjust, Wavefront Sensing, Cryocooler Tuning",,,,,,,,,,,,,,,,,,,
,127,53,NRCA3_DHSPIL,FULL,1034.0,1080.0,2048,2048,1015.0,1080.0,"""FULL""",1,1,2048,2048,A3,FULL,,,,,
,128,54,NRCA3_DHSPIL_SUB96,SUB,1034.0,1080.0,96,96,49.0,48.0,SUB96DHSPILA,986,1032,96,96,A3,SUB96DHSPILA,Build6 name - was SUBFP1A,,,,
,129,,NRCA3_DHSPIL_WEDGES,FULL,1034.0,1080.0,2048,2048,,,"""FULL""",1,1,2048,2048,A3,FULL,"Offset 43"" in +V3",,,,
,130,55,NRCB4_DHSPIL,FULL,1013.0,1080.0,2048,2048,1036.0,1080.0,"""FULL""",1,1,2048,2048,B4,FULL,Yref should be the same…?,,,,
,131,56,NRCB4_DHSPIL_SUB96,SUB,1013.0,1080.0,96,96,49.0,48.0,SUB96DHSPILB,965,1032,96,96,B4,SUB96DHSPILB,Build6 name - was SUBFP1B,,,,
,132,,NRCB4_DHSPIL_WEDGES,FULL,1013.0,1080.0,2048,2048,,,"""FULL""",1,1,2048,2048,B4,FULL,"Offset 43"" in +V3",,,,
,133,57,NRCA3_FP1,FULL,1848.0,1848.0,2048,2048,200.0,1848.0,"""FULL""",1,1,2048,2048,A3,FULL,,,,,
,134,58,NRCA3_FP1_SUB8,SUB,1848.0,1848.0,8,8,5.0,4.0,SUB8FP1A,1844,1844,8,8,A3,SUB8FP1A,Add per CCJ OpsCon. For OSS Build 6,,,,
,135,59,NRCA3_FP1_SUB64,SUB,1848.0,1848.0,64,64,33.0,32.0,SUB64FP1A,1816,1816,32,32,A3,SUB64FP1A,,,,,
,136,60,NRCA3_FP2MIMF,FULL,200.0,200.0,2048,2048,1848.0,200.0,"""FULL""",1,1,2048,2048,A3,FULL,,,,,
,137,61,NRCA1_FP3MIMF,FULL,1848.0,200.0,2048,2048,200.0,200.0,"""FULL""",1,1,2048,2048,A1,FULL,,,,,
,138,62,NRCA2_FP4MIMF,FULL,200.0,200.0,2048,2048,200.0,1848.0,"""FULL""",1,1,2048,2048,A2,FULL,,,,,
,139,63,NRCA4_FP5MIMF,FULL,1848.0,200.0,2048,2048,1848.0,1848.0,"""FULL""",1,1,2048,2048,A4,FULL,,,,,
,140,64,NRCB4_FP1,FULL,200.0,1848.0,2048,2048,1848.0,1848.0,"""FULL""",1,1,2048,2048,B4,FULL,,,,,
,141,65,NRCB4_FP1_SUB8,SUB,200.0,1848.0,8,8,5.0,4.0,SUB8FP1B,196,1844,8,8,B4,SUB8FP1B,Add per CCJ OpsCon. For OSS Build 6,,,,
,142,66,NRCB4_FP1_SUB64,SUB,200.0,1848.0,64,64,33.0,32.0,SUB64FP1B,168,1816,32,32,B4,SUB64FP1B,,,,,
,143,67,NRCB4_FP2MIMF,FULL,1848.0,200.0,2048,2048,200.0,200.0,"""FULL""",1,1,2048,2048,B4,FULL,,,,,
,144,68,NRCB2_FP3MIMF,FULL,200.0,200.0,2048,2048,1848.0,200.0,"""FULL""",1,1,2048,2048,B2,FULL,,,,,
,145,69,NRCB1_FP4MIMF,FULL,1848.0,200.0,2048,2048,1848.0,1848.0,"""FULL""",1,1,2048,2048,B1,FULL,,,,,
,146,70,NRCB3_FP5MIMF,FULL,200.0,200.0,2048,2048,200.0,1848.0,"""FULL""",1,1,2048,2048,B3,FULL,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,V2_Ref,V3_Ref,,,,,,,,,,,,,,,,
,147,,NRCA5_GRISMC_WFSS,SLIT,86.103458,-493.227512,n/a,n/a,n/a,n/a,"""FULL""",1,1,2048,2048,A5,FULL,,,,,
,148,,NRCA5_GRISMR_WFSS,SLIT,86.103458,-493.227512,n/a,n/a,n/a,n/a,"""FULL""",1,1,2048,2048,A5,FULL,,,,,
,149,,NRCALL_GRISMC_WFSS,COMPOUND,-0.317430751,-492.5913041,n/a,n/a,n/a,n/a,"""FULL""",1,1,2048,2048,A5 + B5,FULL,,,,,
,150,,NRCALL_GRISMR_WFSS,COMPOUND,-0.317430751,-492.5913041,n/a,n/a,n/a,n/a,"""FULL""",1,1,2048,2048,A5 + B5,FULL,,,,,
,,,,,,,,,,,,,,,,,,,,,,
